Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time
win,Karl Williams,Chase Sherman,0,0,70,54,1,0,0,0,Heavyweight,U-DEC,3,5:00
win,Douglas Silva de Andrade,Cody Stamann,0,1,61,54,0,1,0,0,Catch Weight,U-DEC,3,5:00
win,Mandy Bohm,Ji Yeon Kim,0,0,17,10,2,0,1,1,Women's Flyweight,S-DEC,3,1:55
win,Bryan Battle,Gabe Green,1,0,3,6,0,0,0,0,Welterweight,KO/TKO Punch,1,0:14
win,Tainara Lisboa,Jessica-Rose Clark,0,0,42,26,1,1,1,0,Women's Bantamweight,SUB Rear Naked Choke,3,4:20
win,Aljamain Sterling,Henry Cejudo,0,0,135,99,4,3,0,0,Bantamweight,S-DEC,5,5:00
win,Belal Muhammad,Gilbert Burns,0,0,132,81,0,0,0,0,Welterweight,U-DEC,5,5:00
win,Yan Xiaonan,Jessica Andrade,1,0,26,12,0,0,0,0,Women's Strawweight,KO/TKO Punch,1,2:20
win,Movsar Evloev,Diego Lopes,0,0,88,37,4,0,0,4,Featherweight,U-DEC,3,5:00
win,Charles Jourdain,Kron Gracie,0,0,80,32,0,0,0,0,Featherweight,U-DEC,3,5:00
win,Matt Frevola,Drew Dober,1,0,35,20,0,0,0,0,Lightweight,KO/TKO Punch,1,4:08
win,Kennedy Nzechukwu,Devin Clark,0,0,62,36,0,1,1,0,Light Heavyweight,SUB Guillotine Choke,2,2:28
win,Khaos Williams,Rolando Bedoya,0,0,130,149,0,0,0,0,Welterweight,S-DEC,3,5:00
win,Virna Jandiroba,Marina Rodriguez,0,0,27,33,3,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Parker Porter,Braxton Smith,0,0,25,14,0,0,0,0,Heavyweight,KO/TKO Punches,1,2:10
win,Ikram Aliskerov,Phil Hawes,1,0,20,17,0,0,0,0,Middleweight,KO/TKO Punches,1,2:10
win,Claudio Ribeiro,Joseph Holmes,1,0,37,17,1,1,0,0,Middleweight,KO/TKO Punches,2,3:21
win,Song Yadong,Ricky Simon,2,0,105,60,0,2,0,0,Bantamweight,KO/TKO Punch,5,1:10
win,Caio Borralho,Michal Oleksiejczuk,0,0,34,30,3,0,1,0,Middleweight,SUB Rear Naked Choke,2,2:49
win,Rodolfo Vieira,Cody Brundage,0,1,10,20,1,0,2,1,Middleweight,SUB Arm Triangle,2,1:28
win,Fernando Padilla,Julian Erosa,1,0,20,15,0,0,0,0,Featherweight,KO/TKO Punches,1,1:41
win,Marcos Rogerio de Lima,Waldo Cortes-Acosta,0,0,59,82,3,0,0,0,Heavyweight,U-DEC,3,5:00
win,Trey Waters,Josh Quinlan,0,0,104,50,1,1,0,0,Welterweight,U-DEC,3,5:00
win,Martin Buday,Jake Collier,0,0,98,94,0,0,0,0,Heavyweight,U-DEC,3,5:00
win,Cody Durden,Charles Johnson,0,0,56,52,11,0,0,1,Flyweight,U-DEC,3,5:00
win,Irina Alekseeva,Stephanie Egger,0,0,18,9,0,0,1,0,Women's Bantamweight,SUB Kneebar,1,2:11
win,Marcus McGhee,Journey Newson,1,0,25,13,0,0,1,0,Catch Weight,SUB Rear Naked Choke,2,2:03
win,Jamey-Lyn Horth,Hailey Cowan,0,0,76,63,0,2,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Sergei Pavlovich,Curtis Blaydes,1,0,36,14,0,0,0,0,Heavyweight,KO/TKO Punches,1,3:08
win,Bruno Silva,Brad Tavares,1,0,23,15,0,0,0,0,Middleweight,KO/TKO Punch,1,3:35
ncnc,King Green,Jared Gordon,0,0,23,17,0,0,0,0,Lightweight,CNC,1,4:35
win,Iasmin Lucindo,Brogan Walker,0,0,53,29,4,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Jeremiah Wells,Matthew Semelsberger,0,2,36,20,6,0,0,0,Welterweight,S-DEC,3,5:00
win,Christos Giagos,Ricky Glenn,1,0,9,2,0,0,0,0,Lightweight,KO/TKO Punch,1,1:35
win,Montel Jackson,Rani Yahya,1,0,9,7,0,0,0,0,Bantamweight,KO/TKO Punch,1,3:42
win,Norma Dumont,Karol Rosa,0,1,35,33,1,0,0,0,Women's Featherweight,U-DEC,3,5:00
win,Mohammed Usman,Junior Tafa,0,0,7,22,2,0,0,0,Heavyweight,U-DEC,3,5:00
win,William Gomis,Francis Marshall,0,0,27,15,0,2,0,2,Featherweight,S-DEC,3,5:00
win,Brady Hiestand,Batgerel Danaa,0,1,45,41,3,1,0,0,Bantamweight,KO/TKO Punches,3,4:21
win,Max Holloway,Arnold Allen,0,0,147,76,0,0,0,0,Featherweight,U-DEC,5,5:00
win,Edson Barboza,Billy Quarantillo,1,0,21,19,0,0,0,0,Featherweight,KO/TKO Knee,1,2:37
win,Azamat Murzakanov,Dustin Jacoby,1,0,67,64,1,1,0,0,Light Heavyweight,U-DEC,3,5:00
win,Ion Cutelaba,Tanner Boser,0,0,30,5,1,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:05
win,Pedro Munhoz,Chris Gutierrez,1,0,60,77,0,0,0,0,Bantamweight,U-DEC,3,5:00
win,Rafa Garcia,Clay Guida,0,0,141,63,0,0,0,0,Lightweight,U-DEC,3,5:00
win,Bill Algeo,TJ Brown,1,0,64,46,1,1,1,0,Featherweight,SUB Rear Naked Choke,2,1:40
win,Brandon Royval,Matheus Nicolau,1,0,13,2,0,0,0,0,Flyweight,KO/TKO Knee,1,2:09
win,Zak Cummings,Ed Herman,3,0,100,54,0,0,0,0,Light Heavyweight,KO/TKO Punches,3,4:13
win,Gillian Robertson,Piera Rodriguez,0,0,26,12,2,1,1,0,Women's Strawweight,SUB Armbar,2,4:21
win,Daniel Zellhuber,Lando Vannata,1,0,78,51,0,0,0,0,Lightweight,U-DEC,3,5:00
win,Denise Gomes,Bruna Brasil,1,0,54,15,3,0,0,0,Women's Strawweight,KO/TKO Punches,2,2:42
win,Gaston Bolanos,Aaron Phillips,0,0,63,17,0,3,0,1,Bantamweight,U-DEC,3,5:00
win,Joselyne Edwards,Lucie Pudilova,0,0,56,39,0,2,0,0,Women's Bantamweight,S-DEC,3,5:00
win,Israel Adesanya,Alex Pereira,1,0,41,49,0,0,0,0,Middleweight,KO/TKO Punch,2,4:21
win,Gilbert Burns,Jorge Masvidal,0,0,42,39,4,0,0,0,Welterweight,U-DEC,3,5:00
win,Rob Font,Adrian Yanez,1,0,33,25,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:57
win,Kevin Holland,Santiago Ponzinibbio,1,0,66,44,0,0,0,0,Welterweight,KO/TKO Punch,3,3:16
win,Christian Rodriguez,Raul Rosas Jr.,0,0,29,2,1,3,0,1,Bantamweight,U-DEC,3,5:00
win,Kelvin Gastelum,Chris Curtis,0,0,83,70,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Luana Pinheiro,Michelle Waterson-Gomez,0,0,44,61,0,1,0,0,Women's Strawweight,S-DEC,3,5:00
win,Joe Pyfer,Gerald Meerschaert,0,0,14,10,0,0,0,0,Middleweight,KO/TKO Punches,1,3:15
win,Loopy Godinez,Cynthia Calvillo,0,0,87,104,0,1,0,0,Women's Strawweight,S-DEC,3,5:00
win,Ignacio Bahamondes,Trey Ogden,0,0,99,42,0,0,0,0,Catch Weight,U-DEC,3,5:00
win,Steve Garcia,Shayilan Nuerdanbieke,1,1,17,18,0,1,0,0,Featherweight,KO/TKO Punch,2,0:36
win,Sam Hughes,Jaqueline Amorim,0,0,46,12,1,2,0,3,Women's Strawweight,U-DEC,3,5:00
win,Cory Sandhagen,Marlon Vera,0,0,128,58,3,0,0,1,Bantamweight,S-DEC,5,5:00
win,Holly Holm,Yana Santos,0,0,32,21,4,0,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Nate Landwehr,Austin Lingo,0,0,64,48,1,0,1,0,Featherweight,SUB Rear Naked Choke,2,4:11
win,Maycee Barber,Andrea Lee,0,0,48,39,2,5,0,0,Women's Flyweight,S-DEC,3,5:00
win,Albert Duraev,Chidi Njokuani,0,0,45,40,2,0,0,0,Middleweight,S-DEC,3,5:00
win,Daniel Pineda,Tucker Lutz,1,0,24,28,1,0,2,0,Featherweight,SUB Guillotine Choke,2,2:50
win,Lucas Alexander,Steven Peterson,1,0,85,26,0,0,0,0,Featherweight,U-DEC,3,5:00
win,Trevin Giles,Preston Parsons,0,0,55,42,0,3,0,3,Welterweight,S-DEC,3,5:00
win,CJ Vergara,Daniel Lacerda,0,2,83,48,0,1,1,2,Flyweight,KO/TKO Elbows,2,4:04
win,Victor Altamirano,Vinicius Salvador,0,0,62,47,3,1,0,0,Flyweight,U-DEC,3,5:00
win,Leon Edwards,Kamaru Usman,0,0,120,87,0,4,0,0,Welterweight,M-DEC,5,5:00
win,Justin Gaethje,Rafael Fiziev,0,0,103,97,1,0,0,0,Lightweight,M-DEC,3,5:00
win,Gunnar Nelson,Bryan Barberena,0,0,10,7,1,0,1,0,Welterweight,SUB Armbar,1,4:51
win,Jennifer Maia,Casey O'Neill,0,0,145,137,0,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Marvin Vettori,Roman Dolidze,0,0,106,71,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Jack Shore,Makwan Amirkhani,0,0,28,10,1,1,1,0,Featherweight,SUB Rear Naked Choke,2,4:27
win,Chris Duncan,Omar Morales,0,0,53,47,5,0,0,0,Lightweight,S-DEC,3,5:00
win,Yanal Ashmouz,Sam Patterson,0,0,15,2,1,0,0,0,Lightweight,KO/TKO Punches,1,1:15
win,Muhammad Mokaev,Jafel Filho,0,0,16,9,4,0,2,2,Flyweight,SUB Neck Crank,3,4:32
win,Lerone Murphy,Gabriel Santos,0,0,93,69,1,5,0,0,Featherweight,S-DEC,3,5:00
win,Christian Leroy Duncan,Dusko Todorovic,0,0,9,4,0,0,0,0,Middleweight,KO/TKO,1,1:52
win,Jake Hadley,Malcolm Gordon,1,0,10,3,0,0,0,0,Flyweight,KO/TKO Punch,1,1:01
win,Joanne Wood,Luana Carolina,0,0,131,100,2,0,0,0,Women's Flyweight,S-DEC,3,5:00
drawdraw,Jai Herbert,Ludovit Klein,0,0,43,47,1,2,0,0,Lightweight,M-DEC,3,5:00
win,Veronica Hardy,Juliana Miller,0,0,62,30,4,0,0,3,Women's Flyweight,U-DEC,3,5:00
win,Merab Dvalishvili,Petr Yan,0,0,147,75,11,1,0,0,Bantamweight,U-DEC,5,5:00
win,Alexander Volkov,Alexandr Romanov,0,0,12,0,0,0,0,0,Heavyweight,KO/TKO Punches,1,2:16
win,Nikita Krylov,Ryan Spann,0,0,7,5,2,1,2,1,Catch Weight,SUB Triangle Choke,1,3:38
win,Jonathan Martinez,Said Nurmagomedov,0,0,38,47,0,3,1,2,Bantamweight,U-DEC,3,5:00
win,Mario Bautista,Guido Cannetti,0,0,3,2,3,1,1,0,Bantamweight,SUB Rear Naked Choke,1,3:18
win,Vitor Petrino,Anton Turkalj,0,0,39,33,7,5,1,0,Light Heavyweight,U-DEC,3,5:00
win,Karl Williams,Lukasz Brzeski,1,0,38,26,8,0,0,0,Heavyweight,U-DEC,3,5:00
win,Davey Grant,Raphael Assuncao,1,0,65,42,0,5,1,0,Bantamweight,SUB Inverted Triangle,3,4:43
win,Josh Fremd,Sedriques Dumas,0,0,33,20,2,0,2,0,Middleweight,SUB Guillotine Choke,2,3:00
win,Victor Henry,Tony Gravely,0,0,154,75,0,3,2,0,Bantamweight,S-DEC,3,5:00
win,Ariane da Silva,JJ Aldrich,0,0,101,49,2,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Bruno Silva,Tyson Nam,1,0,23,12,0,0,1,0,Flyweight,SUB Rear Naked Choke,2,1:23
win,Carlston Harris,Jared Gooden,0,0,63,51,5,0,0,0,Welterweight,U-DEC,3,5:00
win,Jon Jones,Ciryl Gane,0,0,5,6,2,0,1,0,Heavyweight,SUB Guillotine Choke,1,2:04
win,Alexa Grasso,Valentina Shevchenko,0,0,59,87,0,4,1,0,Women's Flyweight,SUB Rear Naked Choke,4,4:34
win,Shavkat Rakhmonov,Geoff Neal,0,0,113,69,0,0,1,0,Welterweight,SUB Rear Naked Choke,3,4:17
win,Mateusz Gamrot,Jalin Turner,0,1,29,40,4,0,0,0,Lightweight,S-DEC,3,5:00
win,Bo Nickal,Jamie Pickett,0,0,1,1,1,0,2,0,Middleweight,SUB Arm Triangle,1,2:54
win,Cody Garbrandt,Trevin Jones,0,0,26,20,2,1,0,1,Bantamweight,U-DEC,3,5:00
win,Dricus Du Plessis,Derek Brunson,1,0,71,37,1,1,1,1,Middleweight,KO/TKO Punches,2,4:59
win,Amanda Ribas,Viviane Araujo,0,0,98,46,2,0,0,2,Women's Flyweight,U-DEC,3,5:00
win,Marc-Andre Barriault,Julian Marquez,0,0,109,82,0,0,0,0,Middleweight,KO/TKO Punches,2,4:12
win,Ian Machado Garry,Song Kenan,1,1,127,55,0,2,0,0,Welterweight,KO/TKO Punches,3,4:22
win,Cameron Saaiman,Mana Martinez,1,0,117,60,1,0,0,0,Bantamweight,M-DEC,3,5:00
win,Tabatha Ricci,Jessica Penne,0,0,36,6,4,0,1,0,Women's Strawweight,SUB Armbar,2,2:14
win,Farid Basharat,Da'Mon Blackshear,0,0,58,46,3,1,0,1,Bantamweight,U-DEC,3,5:00
win,Loik Radzhabov,Esteban Ribovics,0,1,40,66,11,0,0,1,Lightweight,U-DEC,3,5:00
win,Brendan Allen,Andre Muniz,0,0,42,43,1,0,2,0,Middleweight,SUB Rear Naked Choke,3,4:25
win,Augusto Sakai,Don'Tale Mayes,0,0,53,29,1,0,0,0,Heavyweight,U-DEC,3,5:00
win,Tatiana Suarez,Montana De La Rosa,0,0,10,5,2,0,1,0,Women's Flyweight,SUB Guillotine Choke,2,2:51
win,Mike Malott,Yohan Lainesse,0,0,9,1,1,0,1,0,Welterweight,SUB Arm Triangle,1,4:15
win,Trevor Peek,Erick Gonzalez,2,0,51,7,0,4,0,0,Lightweight,KO/TKO Punch,1,4:59
win,Jasmine Jasudavicius,Gabriella Fernandes,0,0,24,26,4,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Jordan Leavitt,Victor Martinez,1,0,17,7,0,0,0,0,Lightweight,KO/TKO Knees,1,2:27
win,Ode Osbourne,Charles Johnson,0,0,48,60,3,1,0,0,Catch Weight,S-DEC,3,5:00
win,Joe Solecki,Carl Deaton,0,0,2,1,2,0,3,0,Lightweight,SUB Rear Naked Choke,2,4:55
win,Nurullo Aliev,Rafael Alves,0,0,19,6,3,0,0,2,Lightweight,M-DEC,3,5:00
win,Erin Blanchfield,Jessica Andrade,0,0,51,53,1,0,1,0,Women's Flyweight,SUB Rear Naked Choke,2,1:37
win,Zac Pauga,Jordan Wright,0,0,59,29,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Jamal Pogues,Josh Parisian,0,0,33,37,5,1,0,0,Heavyweight,U-DEC,3,5:00
win,Marcin Prachnio,William Knight,0,0,79,8,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Alexander Hernandez,Jim Miller,0,0,108,67,0,0,0,1,Lightweight,U-DEC,3,5:00
win,Nazim Sadykhov,Evan Elder,0,1,64,70,1,1,0,0,Lightweight,KO/TKO,3,0:38
win,Mayra Bueno Silva,Lina Lansberg,0,0,39,25,2,0,1,0,Women's Bantamweight,SUB Kneebar,2,4:45
win,Jamall Emmers,Khusein Askhabov,0,0,62,30,1,0,0,0,Featherweight,U-DEC,3,5:00
win,Philipe Lins,Ovince Saint Preux,1,0,18,1,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:49
win,AJ Fletcher,Themba Gorimbo,0,0,7,6,0,2,1,0,Welterweight,SUB Guillotine Choke,2,1:37
win,Clayton Carpenter,Juancamilo Ronderos,0,0,3,1,0,1,3,0,Flyweight,SUB Rear Naked Choke,1,3:13
win,Islam Makhachev,Alexander Volkanovski,0,1,57,70,4,0,0,0,Lightweight,U-DEC,5,5:00
win,Yair Rodriguez,Josh Emmett,0,0,62,22,0,1,1,0,Featherweight,SUB Triangle Choke,2,4:19
win,Jack Della Maddalena,Randy Brown,1,0,14,11,0,0,1,0,Welterweight,SUB Rear Naked Choke,1,2:13
win,Justin Tafa,Parker Porter,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:06
drawdraw,Jimmy Crute,Alonzo Menifield,0,2,31,56,6,0,3,0,Light Heavyweight,M-DEC,3,5:00
win,Modestas Bukauskas,Tyson Pedro,0,0,44,45,0,2,0,0,Light Heavyweight,U-DEC,3,5:00
win,Josh Culibao,Melsik Baghdasaryan,0,0,16,26,0,0,1,0,Featherweight,SUB Rear Naked Choke,2,2:02
win,Kleydson Rodrigues,Shannon Ross,1,0,14,1,0,0,0,0,Flyweight,KO/TKO Punches,1,0:59
win,Jamie Mullarkey,Francisco Prado,0,0,59,28,3,0,0,1,Lightweight,U-DEC,3,5:00
win,Jack Jenkins,Don Shainis,0,0,82,50,4,1,0,2,Featherweight,U-DEC,3,5:00
win,Loma Lookboonmee,Elise Reed,0,0,17,17,2,0,1,0,Women's Strawweight,SUB Rear Naked Choke,2,0:44
win,Blake Bilder,Shane Young,0,0,111,80,1,0,0,0,Featherweight,U-DEC,3,5:00
win,Elves Brener,Zubaira Tukhugov,0,0,69,70,0,0,0,0,Lightweight,S-DEC,3,5:00
win,Serghei Spivac,Derrick Lewis,0,0,12,0,6,0,1,0,Heavyweight,SUB Arm Triangle,1,3:05
win,Devin Clark,Da Woon Jung,0,0,39,18,3,1,0,0,Light Heavyweight,U-DEC,3,5:00
win,Marcin Tybura,Blagoy Ivanov,0,0,40,34,1,0,0,0,Heavyweight,U-DEC,3,5:00
drawdraw,Dooho Choi,Kyle Nelson,0,0,50,20,0,5,0,0,Featherweight,M-DEC,3,5:00
win,Adam Fugitt,Yusaku Kinoshita,0,0,21,10,4,0,0,0,Welterweight,KO/TKO Elbows,1,4:36
win,Anshul Jubli,Jeka Saragih,0,0,38,14,2,0,1,0,Lightweight,KO/TKO Elbows,2,3:44
win,JeongYeong Lee,Yizha,0,0,25,24,0,5,0,0,Featherweight,S-DEC,3,5:00
win,Rinya Nakamura,Toshiomi Kazama,2,0,11,4,0,0,0,0,Bantamweight,KO/TKO Punch,1,0:33
win,HyunSung Park,SeungGuk Choi,0,1,38,20,1,0,3,0,Flyweight,SUB Rear Naked Choke,3,3:11
win,JunYong Park,Denis Tiuliulin,0,0,25,8,1,0,1,0,Middleweight,SUB Rear Naked Choke,1,4:05
win,Tatsuro Taira,Jesus Aguilar,0,0,1,2,1,0,2,1,Flyweight,SUB Triangle Armbar,1,4:20
win,Jamahal Hill,Glover Teixeira,0,0,232,75,0,2,0,0,Light Heavyweight,U-DEC,5,5:00
win,Brandon Moreno,Deiveson Figueiredo,0,0,48,19,3,1,0,2,Flyweight,KO/TKO,3,5:00
win,Gilbert Burns,Neil Magny,0,0,5,4,1,0,1,0,Welterweight,SUB Arm Triangle,1,4:15
win,Jessica Andrade,Lauren Murphy,0,0,231,100,1,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Johnny Walker,Paul Craig,1,0,16,3,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:16
win,Ihor Potieria,Mauricio Rua,1,0,21,17,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:05
win,Brunno Ferreira,Gregory Rodrigues,1,0,22,21,0,0,0,0,Middleweight,KO/TKO Punch,1,4:13
win,Thiago Moises,Melquizael Costa,0,0,22,23,4,0,1,0,Lightweight,SUB Rear Naked Choke,2,4:05
win,Gabriel Bonfim,Mounir Lazzez,0,0,9,9,0,0,1,0,Welterweight,SUB Guillotine Choke,1,0:49
win,Jailton Almeida,Shamil Abdurakhimov,0,0,45,1,3,0,0,0,Heavyweight,KO/TKO Punches,2,2:56
win,Cody Stamann,Luan Lacerda,0,0,103,80,0,1,0,0,Bantamweight,U-DEC,3,5:00
win,Ismael Bonfim,Terrance McKinney,1,0,34,14,1,0,0,0,Lightweight,KO/TKO Flying Knee,2,2:17
win,Nicolas Dalby,Warlley Alves,0,0,119,66,0,1,0,0,Welterweight,S-DEC,3,5:00
win,Josiane Nunes,Zarah Fairn,0,0,102,117,0,0,0,0,Women's Featherweight,U-DEC,3,5:00
win,Daniel Marcos,Saimon Oliveira,1,0,53,23,0,0,0,0,Bantamweight,KO/TKO Knees,2,2:18
win,Sean Strickland,Nassourdine Imavov,0,0,182,123,1,0,0,0,Light Heavyweight,U-DEC,5,5:00
win,Dan Ige,Damon Jackson,1,0,34,36,1,0,0,0,Featherweight,KO/TKO Punch,2,4:13
win,Roman Kopylov,Punahele Soriano,0,0,82,39,1,0,0,0,Middleweight,KO/TKO Kick,2,3:19
win,Raquel Pennington,Ketlen Vieira,0,0,81,64,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00
win,Umar Nurmagomedov,Raoni Barcelos,1,0,36,13,0,0,0,0,Bantamweight,KO/TKO Punch,1,4:40
win,Javid Basharat,Mateus Mendonca,0,0,95,29,3,2,0,0,Bantamweight,U-DEC,3,5:00
win,Abdul Razak Alhassan,Claudio Ribeiro,1,0,17,19,0,0,0,0,Middleweight,KO/TKO Punches,2,0:28
win,Mateusz Rebecki,Nick Fiore,0,0,89,34,3,1,0,0,Lightweight,U-DEC,3,5:00
win,Allan Nascimento,Carlos Hernandez,0,0,6,3,2,0,1,0,Flyweight,SUB Rear Naked Choke,1,3:16
win,Dan Argueta,Nick Aguirre,0,0,47,14,4,0,2,1,Featherweight,U-DEC,3,5:00
win,Charles Johnson,Jimmy Flick,0,0,34,7,0,1,0,0,Flyweight,KO/TKO Punches,1,4:33
win,Jared Cannonier,Sean Strickland,0,0,141,152,0,1,0,0,Middleweight,S-DEC,5,5:00
win,Arman Tsarukyan,Damir Ismagulov,0,0,34,36,7,0,0,0,Lightweight,U-DEC,3,5:00
win,Amir Albazi,Alessandro Costa,2,0,37,17,1,0,0,0,Flyweight,KO/TKO Punch,3,2:13
win,Alex Caceres,Julian Erosa,1,0,16,10,0,0,0,0,Featherweight,KO/TKO Kick,1,3:04
win,Drew Dober,King Green,1,0,34,73,0,0,0,0,Lightweight,KO/TKO Punch,2,2:45
win,Michal Oleksiejczuk,Cody Brundage,0,0,15,0,0,3,0,0,Middleweight,KO/TKO Punch,1,3:16
win,Cory McKenna,Cheyanne Vlismas,0,0,22,33,2,0,0,1,Women's Strawweight,U-DEC,3,5:00
win,Matthew Semelsberger,Jake Matthews,3,0,45,32,3,1,0,1,Welterweight,U-DEC,3,5:00
win,Said Nurmagomedov,Saidyokub Kakhramonov,0,0,7,11,0,5,3,1,Bantamweight,SUB Guillotine Choke,2,3:50
win,Rafa Garcia,Maheshate,0,0,49,25,6,0,0,0,Lightweight,U-DEC,3,5:00
win,Rinat Fakhretdinov,Bryan Battle,1,0,43,3,7,0,0,0,Welterweight,U-DEC,3,5:00
win,Manel Kape,David Dvorak,1,0,58,33,0,2,2,0,Flyweight,U-DEC,3,5:00
win,Sergey Morozov,Journey Newson,0,0,30,26,6,0,0,0,Bantamweight,U-DEC,3,5:00
drawdraw,Jan Blachowicz,Magomed Ankalaev,0,0,55,78,0,2,0,0,Light Heavyweight,S-DEC,5,5:00
win,Paddy Pimblett,Jared Gordon,0,0,63,60,0,3,0,0,Lightweight,U-DEC,3,5:00
win,Santiago Ponzinibbio,Alex Morono,1,1,66,38,0,0,0,0,Catch Weight,KO/TKO Punches,3,2:29
win,Dricus Du Plessis,Darren Till,0,0,86,35,6,1,3,0,Middleweight,SUB Neck Crank,3,2:43
win,Ilia Topuria,Bryce Mitchell,1,0,40,36,0,1,1,0,Featherweight,SUB Arm Triangle,2,3:10
win,Raul Rosas Jr.,Jay Perrin,0,0,3,4,2,0,2,0,Bantamweight,SUB Neck Crank,1,2:44
win,Jairzinho Rozenstruik,Chris Daukaus,1,0,12,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:23
win,Edmen Shahbazyan,Dalcha Lungiambula,0,0,54,23,0,0,0,0,Middleweight,KO/TKO Punches,2,4:41
win,Chris Curtis,Joaquin Buckley,1,0,36,50,0,0,0,0,Middleweight,KO/TKO Punch,2,2:49
win,Billy Quarantillo,Alexander Hernandez,0,0,87,48,2,2,0,1,Featherweight,KO/TKO Punches,2,4:30
win,TJ Brown,Erik Silva,0,0,24,21,2,3,1,0,Featherweight,SUB Arm Triangle,3,3:41
win,Cameron Saaiman,Steven Koslow,0,0,53,11,0,5,0,1,Bantamweight,KO/TKO Punches,3,4:13
win,Stephen Thompson,Kevin Holland,0,0,163,119,0,2,0,0,Welterweight,KO/TKO,4,5:00
win,Rafael Dos Anjos,Bryan Barberena,0,0,20,14,4,0,2,0,Welterweight,SUB Rear Naked Choke,2,3:20
win,Matheus Nicolau,Matt Schnell,2,0,32,20,1,0,0,0,Flyweight,KO/TKO Punch,2,1:44
win,Sergei Pavlovich,Tai Tuivasa,2,0,23,2,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:54
win,Roman Dolidze,Jack Hermansson,0,0,25,47,0,2,3,0,Middleweight,KO/TKO Punches,2,4:06
win,Eryk Anders,Kyle Daukaus,1,0,49,37,1,0,0,0,Middleweight,KO/TKO Punches,2,2:45
win,Phil Rowe,Niko Price,0,0,63,110,1,0,2,0,Welterweight,KO/TKO Punches,3,3:26
win,Angela Hill,Emily Ducote,0,0,182,71,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Clay Guida,Scott Holtzman,0,0,66,65,4,0,0,0,Lightweight,S-DEC,3,5:00
win,Michael Johnson,Marc Diakiese,0,0,83,55,0,0,0,0,Lightweight,U-DEC,3,5:00
win,Jonathan Pearce,Darren Elkins,0,0,110,57,2,2,0,0,Featherweight,U-DEC,3,5:00
win,Natan Levy,Genaro Valdez,0,0,67,49,6,0,0,0,Lightweight,U-DEC,3,5:00
win,Francis Marshall,Marcelo Rojo,1,0,23,31,1,0,0,0,Featherweight,KO/TKO Punch,2,1:14
win,Yazmin Jauregui,Istela Nunes,2,1,67,36,0,0,0,0,Women's Strawweight,KO/TKO Punches,2,4:06
win,Kennedy Nzechukwu,Ion Cutelaba,1,0,24,9,0,2,0,0,Light Heavyweight,KO/TKO Knee,2,1:02
win,Waldo Cortes-Acosta,Chase Sherman,0,0,147,66,0,1,0,0,Heavyweight,U-DEC,3,5:00
win,Muslim Salikhov,Andre Fialho,0,0,56,17,1,0,0,0,Welterweight,KO/TKO Kick,3,1:03
win,Jack Della Maddalena,Danny Roberts,2,0,33,5,0,0,0,0,Welterweight,KO/TKO Punches,1,3:24
win,Charles Johnson,Zhalgas Zhumagulov,0,0,115,119,0,1,0,0,Flyweight,S-DEC,3,5:00
win,Jennifer Maia,Maryna Moroz,0,0,109,80,0,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Miles Johns,Vince Morales,0,0,38,39,1,0,0,0,Bantamweight,U-DEC,3,5:00
win,Ricky Turcios,Kevin Natividad,0,1,68,41,2,7,1,0,Bantamweight,S-DEC,3,5:00
win,Vanessa Demopoulos,Maria Oliveira,1,0,55,83,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Brady Hiestand,Fernie Garcia,0,0,19,21,3,1,1,1,Bantamweight,U-DEC,3,5:00
win,Natalia Silva,Tereza Bleda,1,0,45,18,0,1,0,2,Women's Flyweight,KO/TKO Spinning Back Kick,3,1:27
win,Alex Pereira,Israel Adesanya,0,0,91,86,1,1,0,0,Middleweight,KO/TKO Punches,5,2:01
win,Zhang Weili,Carla Esparza,0,0,37,6,0,1,1,0,Women's Strawweight,SUB Rear Naked Choke,2,1:05
